,cena,czynsz,forma_wlasnosci,liczba_pieter,liczba_pokoi,material_budynku,ogrzewanie,okna,pietro,powierzchnia,rodzaj_zabudowy,rynek,stan_wykonczenia,wiek
0,299000.0,350.0,pelna_wlasnosc,8,2,pustak,miejskie,plastikowe,2.0,40.0,apartamentowiec,pierwotny,do_zamieszkania,0
1,275709.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,1.0,48.37,apartamentowiec,pierwotny,do_wykonczenia,0
2,518891.0,350.0,pelna_wlasnosc,10,4,beton,miejskie,plastikowe,2.0,79.22,blok,pierwotny,do_wykonczenia,0
3,255000.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,10.0,50.0,apartamentowiec,pierwotny,do_wykonczenia,0
4,290457.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,1.0,49.23,apartamentowiec,pierwotny,do_wykonczenia,0
5,270000.0,350.0,pelna_wlasnosc,3,3,beton,miejskie,plastikowe,3.0,45.0,blok,wtorny,do_zamieszkania,39
6,693528.0,350.0,pelna_wlasnosc,6,4,pustak,miejskie,aluminiowe,6.0,78.81,apartamentowiec,pierwotny,do_wykonczenia,0
7,627200.0,350.0,pelna_wlasnosc,6,3,pustak,miejskie,aluminiowe,6.0,64.0,apartamentowiec,pierwotny,do_wykonczenia,0
8,337994.0,180.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,4.0,61.12,apartamentowiec,pierwotny,do_wykonczenia,0
9,636300.0,350.0,pelna_wlasnosc,6,4,pustak,miejskie,aluminiowe,6.0,70.7,apartamentowiec,pierwotny,do_wykonczenia,0
10,444000.0,100.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,2.0,67.0,apartamentowiec,pierwotny,do_wykonczenia,-1
11,398601.0,200.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,4.0,71.82,apartamentowiec,pierwotny,do_wykonczenia,0
12,475640.0,350.0,pelna_wlasnosc,6,3,pustak,miejskie,aluminiowe,0.0,54.05,apartamentowiec,pierwotny,do_wykonczenia,0
13,540000.0,350.0,pelna_wlasnosc,3,3,inne,miejskie,plastikowe,2.0,74.0,apartamentowiec,wtorny,do_zamieszkania,39
14,225000.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,6.0,40.0,apartamentowiec,pierwotny,do_wykonczenia,0
15,295000.0,500.0,pelna_wlasnosc,10,3,beton,miejskie,plastikowe,8.0,61.0,blok,wtorny,do_zamieszkania,39
16,285000.0,350.0,pelna_wlasnosc,4,1,cegla,miejskie,plastikowe,1.0,48.2,kamienica,wtorny,do_zamieszkania,39
17,238700.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,4.0,38.5,apartamentowiec,pierwotny,do_wykonczenia,0
18,285000.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,10.0,53.0,apartamentowiec,pierwotny,do_wykonczenia,0
19,493416.0,350.0,pelna_wlasnosc,6,3,pustak,miejskie,aluminiowe,2.0,56.07,apartamentowiec,pierwotny,do_wykonczenia,0
20,349000.0,370.0,pelna_wlasnosc,4,3,cegla,elektryczne,plastikowe,1.0,60.0,kamienica,wtorny,do_zamieszkania,39
21,243788.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,5.0,41.32,apartamentowiec,pierwotny,do_wykonczenia,0
22,256448.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,7.0,40.07,apartamentowiec,pierwotny,do_wykonczenia,0
23,459550.0,350.0,pelna_wlasnosc,2,3,pustak,miejskie,plastikowe,1.0,65.65,apartamentowiec,pierwotny,do_wykonczenia,0
24,330000.0,700.0,pelna_wlasnosc,4,3,cegla,miejskie,plastikowe,2.0,66.0,blok,wtorny,do_remontu,39
25,216500.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,10.0,37.0,apartamentowiec,pierwotny,do_wykonczenia,0
26,249000.0,180.0,pelna_wlasnosc,4,3,cegla,elektryczne,plastikowe,4.0,42.0,kamienica,wtorny,do_zamieszkania,39
27,530000.0,350.0,pelna_wlasnosc,2,3,pustak,gazowe,plastikowe,0.0,67.81,blok,wtorny,do_zamieszkania,7
28,229999.0,250.0,pelna_wlasnosc,18,2,inne,miejskie,plastikowe,11.0,51.0,blok,wtorny,do_zamieszkania,41
29,497000.0,550.0,pelna_wlasnosc,11,3,pustak,miejskie,plastikowe,6.0,65.5,apartamentowiec,wtorny,do_zamieszkania,5
30,295000.0,500.0,spoldzielcze_wl._z_kw,10,3,beton,miejskie,plastikowe,8.0,61.0,blok,wtorny,do_zamieszkania,40
31,209884.0,350.0,pelna_wlasnosc,5,1,pustak,miejskie,plastikowe,3.0,30.64,apartamentowiec,pierwotny,do_wykonczenia,0
32,294640.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,7.0,50.8,apartamentowiec,pierwotny,do_wykonczenia,0
33,3614125.0,350.0,pelna_wlasnosc,7,1,pustak,miejskie,plastikowe,2.0,35.59,apartamentowiec,pierwotny,do_wykonczenia,-2
34,471148.0,350.0,pelna_wlasnosc,7,2,pustak,miejskie,plastikowe,7.0,49.84,apartamentowiec,pierwotny,do_wykonczenia,-2
35,347759.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,0.0,54.71,apartamentowiec,pierwotny,do_wykonczenia,0
36,205000.0,530.0,spoldzielcze_wlasnosciowe,4,2,cegla,miejskie,plastikowe,0.0,38.0,blok,wtorny,do_zamieszkania,39
37,299900.0,350.0,spoldzielcze_wl._z_kw,10,3,beton,miejskie,plastikowe,1.0,61.0,blok,wtorny,do_zamieszkania,39
38,542448.0,350.0,pelna_wlasnosc,7,3,pustak,miejskie,plastikowe,5.0,55.96,apartamentowiec,pierwotny,do_wykonczenia,-2
39,386161.0,350.0,pelna_wlasnosc,5,4,pustak,miejskie,plastikowe,5.0,59.87,apartamentowiec,pierwotny,do_wykonczenia,0
40,308000.0,350.0,pelna_wlasnosc,4,2,pustak,miejskie,plastikowe,1.0,55.0,apartamentowiec,wtorny,do_zamieszkania,1
41,375000.0,350.0,pelna_wlasnosc,2,2,pustak,kotlownia,plastikowe,1.0,60.0,apartamentowiec,wtorny,do_zamieszkania,13
42,560000.0,350.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,3.0,82.28,apartamentowiec,pierwotny,do_wykonczenia,0
43,183183.0,350.0,pelna_wlasnosc,5,1,pustak,miejskie,plastikowe,2.0,25.62,apartamentowiec,pierwotny,do_wykonczenia,0
44,412000.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,2.0,63.37,apartamentowiec,pierwotny,do_wykonczenia,0
45,299000.0,350.0,pelna_wlasnosc,14,2,beton,miejskie,plastikowe,11.0,47.2,blok,wtorny,do_zamieszkania,39
46,420000.0,350.0,pelna_wlasnosc,3,3,cegla,miejskie,plastikowe,0.0,65.0,kamienica,wtorny,do_zamieszkania,39
47,356250.5,350.0,pelna_wlasnosc,7,1,pustak,miejskie,plastikowe,3.0,33.47,apartamentowiec,pierwotny,do_wykonczenia,-2
48,263965.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,5.0,40.3,apartamentowiec,pierwotny,do_wykonczenia,0
49,285000.0,350.0,pelna_wlasnosc,4,1,cegla,miejskie,plastikowe,1.0,48.2,kamienica,wtorny,do_zamieszkania,39
50,369000.0,670.0,pelna_wlasnosc,12,3,beton,miejskie,plastikowe,11.0,70.0,blok,wtorny,do_remontu,39
51,180000.0,560.0,pelna_wlasnosc,10,2,beton,miejskie,plastikowe,9.0,49.0,blok,wtorny,do_zamieszkania,39
52,214000.0,350.0,spoldzielcze_wl._z_kw,4,2,beton,miejskie,plastikowe,3.0,39.0,blok,wtorny,do_zamieszkania,39
53,550000.0,350.0,spoldzielcze_wlasnosciowe,16,4,beton,miejskie,plastikowe,1.0,108.0,blok,wtorny,do_zamieszkania,39
54,492379.0,350.0,pelna_wlasnosc,2,4,pustak,miejskie,plastikowe,2.0,77.54,blok,pierwotny,do_wykonczenia,0
55,296100.0,350.0,pelna_wlasnosc,10,3,beton,miejskie,plastikowe,8.0,63.0,blok,wtorny,do_zamieszkania,39
56,368062.5,350.0,pelna_wlasnosc,2,3,pustak,miejskie,plastikowe,2.0,58.89,blok,pierwotny,do_wykonczenia,0
57,397122.0,350.0,pelna_wlasnosc,2,4,pustak,miejskie,plastikowe,1.0,65.64,blok,pierwotny,do_wykonczenia,0
58,470000.0,400.0,pelna_wlasnosc,2,5,cegla,elektryczne,plastikowe,2.0,160.0,kamienica,wtorny,do_remontu,89
59,124000.0,220.0,pelna_wlasnosc,2,1,cegla,miejskie,plastikowe,1.0,39.0,kamienica,wtorny,do_zamieszkania,109
60,370000.0,350.0,pelna_wlasnosc,4,2,inne,miejskie,plastikowe,1.0,52.0,apartamentowiec,wtorny,do_zamieszkania,39
61,385440.0,423.0,pelna_wlasnosc,14,3,beton,miejskie,plastikowe,7.0,58.4,blok,wtorny,do_remontu,39
62,315000.0,350.0,pelna_wlasnosc,10,4,beton,miejskie,plastikowe,9.0,72.12,blok,wtorny,do_zamieszkania,39
63,336050.0,480.0,pelna_wlasnosc,4,2,inne,miejskie,plastikowe,3.0,47.0,apartamentowiec,wtorny,do_zamieszkania,10
64,325000.0,680.0,spoldzielcze_wl._z_kw,7,3,beton,miejskie,plastikowe,7.0,62.0,blok,wtorny,do_zamieszkania,39
65,408880.0,155.0,pelna_wlasnosc,8,3,pustak,miejskie,plastikowe,0.0,53.8,apartamentowiec,pierwotny,do_wykonczenia,0
66,935000.0,350.0,pelna_wlasnosc,4,5,pustak,miejskie,plastikowe,2.0,131.68,apartamentowiec,pierwotny,do_wykonczenia,0
67,279000.0,460.0,pelna_wlasnosc,4,4,beton,miejskie,plastikowe,4.0,56.0,blok,wtorny,do_zamieszkania,39
68,610100.0,275.0,pelna_wlasnosc,1,4,pustak,inne,plastikowe,1.0,106.01,apartamentowiec,pierwotny,do_wykonczenia,1
69,316747.5,100.0,pelna_wlasnosc,8,2,pustak,miejskie,plastikowe,4.0,40.35,apartamentowiec,pierwotny,do_wykonczenia,0
70,394950.0,210.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,0.0,75.0,apartamentowiec,pierwotny,do_wykonczenia,0
71,301407.0,120.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,5.0,46.38,apartamentowiec,pierwotny,do_wykonczenia,0
72,190000.0,780.72,spoldzielcze_wlasnosciowe,1,3,cegla,inne,plastikowe,0.0,109.36,kamienica,wtorny,do_remontu,100
73,205800.0,110.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,4.0,37.45,apartamentowiec,pierwotny,do_wykonczenia,0
74,490000.0,500.0,spoldzielcze_wl._z_kw,4,4,pustak,elektryczne,plastikowe,2.0,106.0,blok,wtorny,do_zamieszkania,17
75,265000.0,300.0,spoldzielcze_wl._z_kw,3,2,pustak,miejskie,plastikowe,1.0,38.0,apartamentowiec,wtorny,do_zamieszkania,3
76,280000.0,550.0,pelna_wlasnosc,2,2,cegla,miejskie,plastikowe,2.0,50.0,blok,wtorny,do_remontu,39
77,301600.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,5.0,52.0,apartamentowiec,pierwotny,do_wykonczenia,0
78,243788.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,5.0,41.32,apartamentowiec,pierwotny,do_wykonczenia,0
79,239076.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,5.0,41.22,apartamentowiec,pierwotny,do_wykonczenia,0
80,217495.0,120.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,0.0,43.0,apartamentowiec,pierwotny,do_wykonczenia,0
81,301799.0,200.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,0.0,63.0,apartamentowiec,pierwotny,do_wykonczenia,0
82,369300.0,100.0,pelna_wlasnosc,7,2,pustak,miejskie,aluminiowe,3.0,36.93,apartamentowiec,pierwotny,do_wykonczenia,-2
83,258448.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,5.0,44.56,apartamentowiec,pierwotny,do_wykonczenia,0
84,341100.0,100.0,pelna_wlasnosc,7,1,pustak,miejskie,aluminiowe,2.0,34.11,apartamentowiec,pierwotny,do_wykonczenia,-2
85,190205.0,150.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,0.0,38.0,apartamentowiec,pierwotny,do_wykonczenia,0
86,292784.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,5.0,50.48,apartamentowiec,pierwotny,do_wykonczenia,0
87,296100.0,350.0,pelna_wlasnosc,11,3,beton,miejskie,plastikowe,8.0,63.0,blok,wtorny,do_remontu,39
88,495000.0,350.0,pelna_wlasnosc,4,4,beton,miejskie,plastikowe,2.0,88.0,blok,wtorny,do_zamieszkania,39
89,328100.0,100.0,pelna_wlasnosc,7,1,pustak,miejskie,aluminiowe,2.0,32.81,apartamentowiec,pierwotny,do_wykonczenia,-2
90,299000.0,350.0,pelna_wlasnosc,10,4,beton,miejskie,plastikowe,3.0,46.8,blok,wtorny,do_remontu,39
91,214000.0,350.0,pelna_wlasnosc,4,2,beton,miejskie,plastikowe,3.0,39.0,blok,wtorny,do_zamieszkania,39
92,550000.0,210.0,spoldzielcze_wlasnosciowe,2,4,cegla,gazowe,plastikowe,1.0,93.0,blok,wtorny,do_zamieszkania,39
93,319000.0,550.0,pelna_wlasnosc,4,2,cegla,miejskie,plastikowe,1.0,56.0,blok,wtorny,do_remontu,59
94,289000.0,560.0,spoldzielcze_wlasnosciowe,4,3,beton,miejskie,drewniane,4.0,55.3,blok,wtorny,do_remontu,49
95,210000.0,540.0,spoldzielcze_wlasnosciowe,4,2,beton,miejskie,plastikowe,0.0,47.3,blok,wtorny,do_remontu,39
96,479000.0,450.0,pelna_wlasnosc,4,4,beton,miejskie,plastikowe,4.0,103.0,blok,wtorny,do_zamieszkania,29
97,277500.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,0.0,51.5,apartamentowiec,pierwotny,do_wykonczenia,0
98,413672.0,350.0,pelna_wlasnosc,6,2,inne,miejskie,plastikowe,3.0,49.84,apartamentowiec,pierwotny,do_wykonczenia,-1
99,273540.0,350.0,pelna_wlasnosc,6,1,pustak,miejskie,plastikowe,3.0,28.2,apartamentowiec,pierwotny,do_wykonczenia,0
100,258500.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,2.0,46.61,apartamentowiec,pierwotny,do_wykonczenia,0
101,344506.5,350.0,pelna_wlasnosc,2,3,pustak,miejskie,plastikowe,0.0,58.89,blok,pierwotny,do_wykonczenia,0
102,369900.0,350.0,pelna_wlasnosc,3,4,beton,miejskie,plastikowe,1.0,72.5,blok,wtorny,do_zamieszkania,39
103,369300.0,100.0,pelna_wlasnosc,7,2,pustak,miejskie,aluminiowe,4.0,36.93,apartamentowiec,pierwotny,do_wykonczenia,-2
104,213150.0,120.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,1.0,36.75,blok,pierwotny,do_wykonczenia,1
105,264069.0,350.0,pelna_wlasnosc,2,2,pustak,miejskie,plastikowe,0.0,45.14,blok,pierwotny,do_wykonczenia,0
106,264069.0,350.0,pelna_wlasnosc,2,2,pustak,miejskie,plastikowe,0.0,45.14,blok,pierwotny,do_wykonczenia,0
107,264069.0,350.0,pelna_wlasnosc,2,2,pustak,miejskie,plastikowe,0.0,45.14,blok,pierwotny,do_wykonczenia,0
108,249054.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,5.0,40.17,apartamentowiec,pierwotny,do_wykonczenia,0
109,250527.0,350.0,pelna_wlasnosc,2,2,pustak,miejskie,plastikowe,0.0,45.14,blok,pierwotny,do_wykonczenia,0
110,258912.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,5.0,44.64,apartamentowiec,pierwotny,do_wykonczenia,0
111,280098.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,5.0,49.14,apartamentowiec,pierwotny,do_wykonczenia,0
112,466749.0,350.0,pelna_wlasnosc,2,4,pustak,miejskie,plastikowe,0.0,79.11,blok,pierwotny,do_wykonczenia,0
113,156000.0,280.0,pelna_wlasnosc,2,2,cegla,kotlownia,plastikowe,2.0,52.0,blok,wtorny,do_zamieszkania,39
114,279000.0,615.0,pelna_wlasnosc,4,4,beton,miejskie,plastikowe,4.0,74.0,blok,wtorny,do_remontu,49
115,224500.0,396.0,spoldzielcze_wl._z_kw,4,2,inne,miejskie,plastikowe,1.0,50.68,blok,wtorny,do_zamieszkania,44
116,240000.0,420.0,spoldzielcze_wlasnosciowe,10,2,beton,miejskie,plastikowe,1.0,42.02,blok,wtorny,do_remontu,39
117,229632.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,5.0,35.88,apartamentowiec,pierwotny,do_wykonczenia,0
118,229632.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,6.0,35.88,apartamentowiec,pierwotny,do_wykonczenia,0
119,247500.0,350.0,pelna_wlasnosc,9,3,inne,miejskie,plastikowe,8.0,62.44,blok,wtorny,do_zamieszkania,33
120,248248.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,5.0,40.04,apartamentowiec,pierwotny,do_wykonczenia,0
121,259555.0,350.0,pelna_wlasnosc,2,2,pustak,miejskie,plastikowe,1.0,45.14,blok,pierwotny,do_wykonczenia,0
122,525028.0,350.0,pelna_wlasnosc,2,4,pustak,miejskie,plastikowe,1.0,88.24,blok,pierwotny,do_wykonczenia,0
123,245000.0,470.0,pelna_wlasnosc,15,2,beton,miejskie,plastikowe,11.0,53.7,blok,wtorny,do_remontu,39
124,299000.0,350.0,spoldzielcze_wlasnosciowe,10,3,beton,miejskie,plastikowe,2.0,51.5,blok,wtorny,do_zamieszkania,39
125,723633.0,350.0,pelna_wlasnosc,7,4,pustak,miejskie,plastikowe,7.0,77.81,apartamentowiec,pierwotny,do_wykonczenia,-1
126,380000.0,350.0,pelna_wlasnosc,4,4,beton,miejskie,plastikowe,0.0,104.0,blok,wtorny,do_zamieszkania,39
127,490000.0,350.0,pelna_wlasnosc,4,4,cegla,elektryczne,plastikowe,2.0,106.0,blok,wtorny,do_zamieszkania,17
128,699000.0,1000.0,pelna_wlasnosc,5,8,inne,miejskie,drewniane,3.0,200.0,kamienica,wtorny,do_remontu,99
129,540000.0,350.0,pelna_wlasnosc,4,7,inne,miejskie,drewniane,1.0,135.0,blok,wtorny,do_remontu,39
130,324885.0,150.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,2.0,59.07,apartamentowiec,pierwotny,do_wykonczenia,0
131,394200.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,0.0,72.0,apartamentowiec,pierwotny,do_wykonczenia,0
132,145000.0,299.0,spoldzielcze_wlasnosciowe,10,1,beton,miejskie,plastikowe,10.0,25.5,blok,wtorny,do_zamieszkania,39
133,324885.0,150.0,pelna_wlasnosc,10,4,pustak,miejskie,plastikowe,1.0,59.0,blok,pierwotny,do_wykonczenia,1
134,230000.0,350.0,pelna_wlasnosc,4,3,beton,miejskie,plastikowe,1.0,48.0,blok,wtorny,do_zamieszkania,39
135,240624.0,140.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,5.0,44.56,blok,pierwotny,do_wykonczenia,1
136,275500.0,200.0,pelna_wlasnosc,4,3,beton,miejskie,plastikowe,3.0,63.0,blok,wtorny,do_zamieszkania,39
137,289000.0,400.0,spoldzielcze_wlasnosciowe,10,3,beton,miejskie,plastikowe,8.0,52.1,blok,wtorny,do_zamieszkania,39
138,280147.0,350.0,pelna_wlasnosc,3,2,pustak,miejskie,plastikowe,3.0,45.99,blok,pierwotny,do_wykonczenia,-1
139,299000.0,650.0,pelna_wlasnosc,3,2,cegla,miejskie,plastikowe,1.0,59.15,kamienica,wtorny,do_remontu,84
140,305220.0,350.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,0.0,50.87,apartamentowiec,pierwotny,do_wykonczenia,0
141,215280.0,120.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,5.0,36.0,blok,pierwotny,do_wykonczenia,1
142,281000.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,0.0,46.3,blok,pierwotny,do_wykonczenia,0
143,290000.0,350.0,pelna_wlasnosc,10,3,beton,miejskie,plastikowe,10.0,57.0,blok,wtorny,do_zamieszkania,39
144,139000.0,238.0,spoldzielcze_wlasnosciowe,10,1,beton,miejskie,plastikowe,1.0,31.72,blok,wtorny,do_zamieszkania,39
145,265000.0,410.0,pelna_wlasnosc,12,3,beton,miejskie,plastikowe,1.0,58.0,blok,wtorny,do_wykonczenia,40
146,235000.0,300.0,pelna_wlasnosc,4,3,beton,miejskie,plastikowe,4.0,46.48,blok,wtorny,do_zamieszkania,49
147,247442.0,350.0,pelna_wlasnosc,4,2,pustak,miejskie,plastikowe,0.0,39.91,apartamentowiec,pierwotny,do_wykonczenia,0
148,307044.0,350.0,pelna_wlasnosc,4,2,pustak,miejskie,plastikowe,2.0,41.65,blok,pierwotny,do_wykonczenia,0
149,271000.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,0.0,45.2,blok,pierwotny,do_wykonczenia,0
150,320233.0,350.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,2.0,51.99,blok,pierwotny,do_wykonczenia,0
151,268299.0,350.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,2.0,44.79,blok,pierwotny,do_wykonczenia,0
152,275000.0,650.0,spoldzielcze_wl._z_kw,2,2,cegla,miejskie,plastikowe,0.0,45.9,blok,wtorny,do_zamieszkania,39
153,328016.0,350.0,pelna_wlasnosc,3,3,pustak,miejskie,plastikowe,3.0,63.08,apartamentowiec,pierwotny,do_wykonczenia,0
154,330000.0,350.0,pelna_wlasnosc,18,2,beton,miejskie,plastikowe,11.0,53.0,blok,wtorny,do_zamieszkania,39
155,247104.0,350.0,pelna_wlasnosc,3,2,pustak,miejskie,plastikowe,2.0,47.52,apartamentowiec,pierwotny,do_wykonczenia,1
156,370000.0,500.0,spoldzielcze_wl._z_kw,13,3,beton,miejskie,plastikowe,11.0,59.0,blok,wtorny,do_zamieszkania,39
157,970000.0,350.0,pelna_wlasnosc,4,5,pustak,miejskie,plastikowe,4.0,136.5,apartamentowiec,pierwotny,do_wykonczenia,-1
158,290500.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,0.0,51.42,apartamentowiec,pierwotny,do_wykonczenia,0
159,270565.0,150.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,1.0,49.0,blok,pierwotny,do_wykonczenia,1
160,400368.0,180.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,2.0,70.24,blok,pierwotny,do_wykonczenia,0
161,521136.0,350.0,pelna_wlasnosc,7,3,pustak,miejskie,plastikowe,7.0,55.44,apartamentowiec,pierwotny,do_wykonczenia,-1
162,273418.0,150.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,2.0,50.47,blok,pierwotny,do_wykonczenia,1
163,89000.0,130.0,spoldzielcze_wlasnosciowe,8,1,beton,miejskie,plastikowe,8.0,16.1,blok,wtorny,do_zamieszkania,39
164,281626.0,150.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,1.0,52.0,blok,pierwotny,do_wykonczenia,1
165,223020.0,350.0,pelna_wlasnosc,10,2,inne,miejskie,plastikowe,4.0,41.0,blok,wtorny,do_wykonczenia,0
166,316904.0,350.0,pelna_wlasnosc,8,2,pustak,miejskie,plastikowe,0.0,40.37,apartamentowiec,pierwotny,do_wykonczenia,0
167,382000.0,600.0,spoldzielcze_wlasnosciowe,8,3,beton,miejskie,plastikowe,1.0,66.0,blok,wtorny,do_zamieszkania,39
168,304900.0,350.0,pelna_wlasnosc,11,2,beton,miejskie,plastikowe,11.0,61.19,blok,wtorny,do_wykonczenia,39
169,213000.0,110.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,1.0,36.5,blok,pierwotny,do_wykonczenia,1
170,320705.0,350.0,pelna_wlasnosc,8,2,pustak,miejskie,plastikowe,2.0,41.65,apartamentowiec,pierwotny,do_wykonczenia,0
171,333645.0,350.0,pelna_wlasnosc,8,2,pustak,miejskie,plastikowe,1.0,46.02,apartamentowiec,pierwotny,do_wykonczenia,0
172,290823.0,350.0,pelna_wlasnosc,3,2,pustak,miejskie,plastikowe,1.0,47.48,blok,pierwotny,do_wykonczenia,-1
173,375000.0,800.0,spoldzielcze_wlasnosciowe,18,3,beton,miejskie,plastikowe,11.0,72.0,blok,wtorny,do_zamieszkania,39
174,650370.0,350.0,pelna_wlasnosc,3,4,pustak,miejskie,plastikowe,0.0,92.91,apartamentowiec,pierwotny,do_wykonczenia,-1
175,273418.0,150.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,2.0,50.47,blok,pierwotny,do_wykonczenia,1
176,318370.0,350.0,pelna_wlasnosc,8,2,pustak,miejskie,plastikowe,3.0,40.3,apartamentowiec,pierwotny,do_wykonczenia,0
177,470000.0,350.0,pelna_wlasnosc,2,5,cegla,elektryczne,plastikowe,2.0,160.0,kamienica,wtorny,do_remontu,89
178,228000.0,280.0,pelna_wlasnosc,4,2,pustak,miejskie,plastikowe,2.0,41.29,apartamentowiec,wtorny,do_wykonczenia,-1
179,349999.0,650.0,spoldzielcze_wl._z_kw,4,3,beton,miejskie,plastikowe,0.0,58.7,blok,wtorny,do_zamieszkania,39
180,605190.0,350.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,0.0,103.0,apartamentowiec,pierwotny,do_wykonczenia,1
181,278999.0,350.0,pelna_wlasnosc,8,4,beton,miejskie,plastikowe,7.0,75.0,blok,wtorny,do_zamieszkania,39
182,365000.0,350.0,pelna_wlasnosc,10,4,pustak,miejskie,plastikowe,6.0,74.0,blok,wtorny,do_zamieszkania,17
183,315000.0,350.0,pelna_wlasnosc,2,3,beton,miejskie,plastikowe,1.0,74.6,blok,wtorny,do_zamieszkania,39
184,321750.0,350.0,pelna_wlasnosc,2,3,pustak,miejskie,plastikowe,0.0,55.0,blok,pierwotny,do_wykonczenia,0
185,275354.0,350.0,pelna_wlasnosc,2,2,pustak,miejskie,plastikowe,0.0,45.14,blok,pierwotny,do_wykonczenia,0
186,355000.0,150.0,pelna_wlasnosc,6,2,pustak,miejskie,aluminiowe,3.0,34.11,apartamentowiec,pierwotny,do_wykonczenia,0
187,165000.0,350.0,pelna_wlasnosc,2,2,cegla,inne,plastikowe,2.0,43.0,kamienica,wtorny,do_zamieszkania,39
188,285000.0,350.0,pelna_wlasnosc,4,1,cegla,miejskie,plastikowe,1.0,48.2,kamienica,wtorny,do_zamieszkania,39
189,355000.0,150.0,pelna_wlasnosc,6,2,pustak,miejskie,aluminiowe,3.0,34.0,apartamentowiec,pierwotny,do_wykonczenia,0
190,355000.0,150.0,pelna_wlasnosc,6,2,pustak,miejskie,aluminiowe,3.0,34.46,apartamentowiec,pierwotny,do_wykonczenia,0
191,355000.0,150.0,pelna_wlasnosc,6,2,pustak,miejskie,aluminiowe,6.0,33.0,apartamentowiec,pierwotny,do_wykonczenia,0
192,355000.0,150.0,pelna_wlasnosc,6,2,pustak,miejskie,aluminiowe,5.0,33.0,apartamentowiec,pierwotny,do_wykonczenia,0
193,278040.0,280.0,pelna_wlasnosc,2,2,pustak,miejskie,plastikowe,1.0,39.72,apartamentowiec,wtorny,do_wykonczenia,1
