,cena,czynsz,forma_wlasnosci,liczba_pieter,liczba_pokoi,material_budynku,ogrzewanie,okna,pietro,powierzchnia,rodzaj_zabudowy,rynek,stan_wykonczenia,wiek
1024,321620.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,2.0,49.48,apartamentowiec,wtorny,do_wykonczenia,0
1025,135000.0,240.0,pelna_wlasnosc,2,2,cegla,kotlownia,plastikowe,1.0,39.0,kamienica,wtorny,do_zamieszkania,39
1026,262218.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,2.0,38.28,apartamentowiec,wtorny,do_wykonczenia,0
1027,209884.0,350.0,pelna_wlasnosc,5,1,pustak,miejskie,plastikowe,2.0,30.64,apartamentowiec,wtorny,do_wykonczenia,0
1028,313082.0,350.0,pelna_wlasnosc,9,2,pustak,miejskie,plastikowe,2.0,40.66,apartamentowiec,wtorny,do_wykonczenia,0
1029,188307.0,350.0,pelna_wlasnosc,5,1,pustak,miejskie,plastikowe,2.0,25.62,apartamentowiec,wtorny,do_wykonczenia,0
1030,250047.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,2.0,34.02,apartamentowiec,wtorny,do_wykonczenia,0
1031,333645.0,350.0,pelna_wlasnosc,9,2,pustak,miejskie,plastikowe,1.0,46.02,apartamentowiec,wtorny,do_wykonczenia,0
1032,250573.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,2.0,36.58,apartamentowiec,wtorny,do_wykonczenia,0
1033,266766.5,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,2.0,37.31,apartamentowiec,wtorny,do_wykonczenia,0
1034,327313.0,350.0,pelna_wlasnosc,9,2,pustak,miejskie,plastikowe,8.0,40.66,apartamentowiec,wtorny,do_wykonczenia,0
1035,318370.0,350.0,pelna_wlasnosc,9,2,pustak,miejskie,plastikowe,3.0,40.3,apartamentowiec,wtorny,do_wykonczenia,0
1036,392148.5,350.0,pelna_wlasnosc,5,4,pustak,miejskie,plastikowe,2.0,59.87,apartamentowiec,wtorny,do_wykonczenia,0
1037,310206.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,2.0,50.44,apartamentowiec,wtorny,do_wykonczenia,0
1038,214000.0,413.0,spoldzielcze_wl._z_kw,4,2,cegla,miejskie,plastikowe,3.0,39.0,blok,wtorny,do_zamieszkania,39
1039,336466.5,350.0,pelna_wlasnosc,5,4,pustak,miejskie,plastikowe,2.0,54.71,apartamentowiec,wtorny,do_wykonczenia,0
1040,239000.0,222.9,pelna_wlasnosc,4,2,pustak,miejskie,plastikowe,0.0,40.0,blok,wtorny,do_zamieszkania,39
1041,530000.0,350.0,pelna_wlasnosc,2,4,cegla,elektryczne,plastikowe,2.0,123.0,apartamentowiec,wtorny,do_zamieszkania,39
1042,325280.0,350.0,pelna_wlasnosc,9,2,pustak,miejskie,plastikowe,6.0,40.66,apartamentowiec,wtorny,do_wykonczenia,0
1043,299000.0,350.0,pelna_wlasnosc,2,3,pustak,gazowe,plastikowe,1.0,70.0,dom_wolnostojacy,pierwotny,do_wykonczenia,1
1044,246078.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,2.0,33.48,apartamentowiec,wtorny,do_wykonczenia,0
1045,185000.0,300.0,pelna_wlasnosc,10,2,beton,miejskie,plastikowe,4.0,34.0,blok,wtorny,do_zamieszkania,39
1046,650000.0,350.0,pelna_wlasnosc,2,3,beton,miejskie,plastikowe,1.0,80.0,blok,wtorny,do_zamieszkania,39
1047,316887.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,0.0,53.12,apartamentowiec,pierwotny,do_wykonczenia,0
1048,198600.0,120.0,pelna_wlasnosc,3,1,pustak,miejskie,plastikowe,3.0,30.9,blok,wtorny,do_zamieszkania,4
1049,299000.0,350.0,pelna_wlasnosc,2,3,pustak,gazowe,plastikowe,0.0,90.0,dom_wolnostojacy,pierwotny,do_wykonczenia,1
1051,149000.0,375.0,pelna_wlasnosc,4,1,beton,miejskie,plastikowe,0.0,37.58,blok,wtorny,do_zamieszkania,35
1052,195000.0,100.0,pelna_wlasnosc,4,1,pustak,miejskie,plastikowe,3.0,30.3,apartamentowiec,pierwotny,do_wykonczenia,-1
1053,255041.0,350.0,pelna_wlasnosc,2,2,pustak,miejskie,plastikowe,0.0,45.14,blok,pierwotny,do_wykonczenia,0
1054,288000.0,350.0,pelna_wlasnosc,10,3,beton,inne,plastikowe,8.0,60.0,blok,wtorny,do_remontu,43
1055,460000.0,350.0,pelna_wlasnosc,4,3,inne,gazowe,drewniane,3.0,70.49,apartamentowiec,wtorny,do_zamieszkania,8
1056,277500.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,0.0,51.5,apartamentowiec,pierwotny,do_wykonczenia,0
1057,105000.0,350.0,pelna_wlasnosc,4,1,beton,miejskie,plastikowe,3.0,26.03,blok,wtorny,do_remontu,39
1058,251444.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,3.0,34.21,apartamentowiec,pierwotny,do_wykonczenia,0
1059,836000.0,350.0,pelna_wlasnosc,16,5,pustak,miejskie,plastikowe,11.0,104.0,apartamentowiec,pierwotny,do_wykonczenia,0
1060,195000.0,350.0,pelna_wlasnosc,5,1,pustak,gazowe,plastikowe,2.0,30.0,apartamentowiec,wtorny,do_wykonczenia,1
1061,261290.0,350.0,pelna_wlasnosc,5,2,pustak,gazowe,plastikowe,2.0,49.3,apartamentowiec,wtorny,do_wykonczenia,1
1062,350000.0,650.0,spoldzielcze_wl._z_kw,3,3,cegla,miejskie,plastikowe,3.0,64.0,blok,wtorny,do_zamieszkania,39
1063,250000.0,240.0,pelna_wlasnosc,5,2,cegla,miejskie,plastikowe,4.0,60.0,kamienica,wtorny,do_zamieszkania,39
1064,350910.0,350.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,1.0,55.7,apartamentowiec,pierwotny,do_wykonczenia,0
1065,313260.0,350.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,4.0,52.21,apartamentowiec,pierwotny,do_wykonczenia,0
1066,249354.0,350.0,pelna_wlasnosc,4,2,pustak,miejskie,plastikowe,4.0,39.58,apartamentowiec,pierwotny,do_wykonczenia,0
1067,292905.0,350.0,pelna_wlasnosc,5,2,inne,miejskie,plastikowe,2.0,50.97,apartamentowiec,wtorny,do_wykonczenia,39
1068,540000.0,350.0,pelna_wlasnosc,4,7,inne,miejskie,drewniane,1.0,135.0,blok,wtorny,do_remontu,39
1069,259000.0,350.0,pelna_wlasnosc,4,2,beton,miejskie,plastikowe,2.0,74.0,blok,wtorny,do_zamieszkania,39
1070,460000.0,350.0,pelna_wlasnosc,4,3,inne,miejskie,plastikowe,2.0,75.0,apartamentowiec,wtorny,do_wykonczenia,39
1071,320901.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,3.0,54.39,apartamentowiec,pierwotny,do_wykonczenia,0
1072,344202.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,1.0,52.55,apartamentowiec,pierwotny,do_wykonczenia,0
1073,250047.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,34.02,apartamentowiec,pierwotny,do_wykonczenia,0
1074,270301.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,39.46,apartamentowiec,pierwotny,do_wykonczenia,0
1075,381545.0,350.0,pelna_wlasnosc,5,4,pustak,miejskie,plastikowe,1.0,55.7,apartamentowiec,pierwotny,do_wykonczenia,0
1076,333121.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,1.0,52.46,apartamentowiec,pierwotny,do_wykonczenia,0
1077,250573.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,36.58,apartamentowiec,pierwotny,do_wykonczenia,0
1078,341976.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,1.0,52.21,apartamentowiec,pierwotny,do_wykonczenia,0
1079,251444.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,34.21,apartamentowiec,pierwotny,do_wykonczenia,0
1080,271123.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,39.58,apartamentowiec,pierwotny,do_wykonczenia,0
1081,333057.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,1.0,52.45,apartamentowiec,pierwotny,do_wykonczenia,0
1082,257354.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,37.57,apartamentowiec,pierwotny,do_wykonczenia,0
1083,275698.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,1.0,37.51,apartamentowiec,pierwotny,do_wykonczenia,0
1084,392148.0,350.0,pelna_wlasnosc,5,4,pustak,miejskie,plastikowe,1.0,59.87,apartamentowiec,pierwotny,do_wykonczenia,0
1085,348513.0,350.0,pelna_wlasnosc,10,4,pustak,miejskie,plastikowe,3.0,59.07,apartamentowiec,pierwotny,do_wykonczenia,0
1086,343875.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,1.0,52.5,apartamentowiec,pierwotny,do_wykonczenia,0
1087,275709.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,3.0,48.37,apartamentowiec,pierwotny,do_wykonczenia,0
1088,244260.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,3.0,41.4,apartamentowiec,pierwotny,do_wykonczenia,0
1089,240064.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,3.0,38.72,apartamentowiec,pierwotny,do_wykonczenia,0
1090,318069.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,3.0,53.91,apartamentowiec,pierwotny,do_wykonczenia,0
1091,280611.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,3.0,49.23,apartamentowiec,pierwotny,do_wykonczenia,0
1092,293886.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,3.0,50.67,apartamentowiec,pierwotny,do_wykonczenia,0
1093,280554.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,3.0,49.22,apartamentowiec,pierwotny,do_wykonczenia,0
1094,302702.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,3.0,52.19,apartamentowiec,pierwotny,do_wykonczenia,0
1095,650000.0,1100.0,spoldzielcze_wlasnosciowe,2,4,inne,miejskie,plastikowe,0.0,96.3,apartamentowiec,wtorny,do_zamieszkania,39
1096,383160.0,350.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,3.0,71.82,apartamentowiec,pierwotny,do_wykonczenia,1
1097,187054.0,350.0,pelna_wlasnosc,4,1,pustak,miejskie,plastikowe,0.0,30.17,apartamentowiec,pierwotny,do_wykonczenia,0
1098,417000.0,350.0,pelna_wlasnosc,2,3,beton,inne,plastikowe,2.0,60.0,apartamentowiec,wtorny,do_zamieszkania,6
1099,1040000.0,350.0,pelna_wlasnosc,11,5,pustak,miejskie,plastikowe,11.0,140.0,apartamentowiec,pierwotny,do_wykonczenia,0
1100,580000.0,350.0,pelna_wlasnosc,4,3,inne,miejskie,plastikowe,3.0,82.0,apartamentowiec,wtorny,do_wykonczenia,39
1101,180000.0,350.0,spoldzielcze_wl._z_kw,10,1,beton,miejskie,plastikowe,0.0,28.0,blok,wtorny,do_zamieszkania,48
1102,280000.0,350.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,3.0,45.1,apartamentowiec,pierwotny,do_wykonczenia,0
1103,259000.0,350.0,pelna_wlasnosc,4,2,beton,miejskie,plastikowe,2.0,74.0,blok,wtorny,do_zamieszkania,39
1104,249007.0,350.0,pelna_wlasnosc,3,1,pustak,miejskie,plastikowe,0.0,53.55,apartamentowiec,pierwotny,do_wykonczenia,0
1105,699000.0,600.0,pelna_wlasnosc,5,8,inne,miejskie,drewniane,3.0,200.0,kamienica,wtorny,do_remontu,99
1106,615290.0,100.0,pelna_wlasnosc,1,4,silikat,gazowe,plastikowe,1.0,162.74,szeregowiec,pierwotny,do_wykonczenia,1
1107,615290.0,100.0,pelna_wlasnosc,1,4,silikat,gazowe,plastikowe,1.0,151.53,szeregowiec,pierwotny,do_wykonczenia,1
1108,222360.0,350.0,pelna_wlasnosc,10,1,pustak,miejskie,plastikowe,5.0,34.0,apartamentowiec,pierwotny,do_wykonczenia,0
1109,520000.0,350.0,pelna_wlasnosc,4,4,cegla,elektryczne,plastikowe,1.0,114.48,kamienica,wtorny,do_remontu,89
1110,223000.0,350.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,3.0,35.0,apartamentowiec,pierwotny,do_wykonczenia,0
1111,540000.0,350.0,pelna_wlasnosc,4,7,inne,miejskie,drewniane,1.0,135.0,blok,wtorny,do_remontu,39
1112,659000.0,350.0,spoldzielcze_wlasnosciowe,2,4,cegla,inne,plastikowe,0.0,97.0,apartamentowiec,wtorny,do_zamieszkania,16
1113,700000.0,350.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,0.0,90.0,apartamentowiec,wtorny,do_zamieszkania,15
1114,313071.0,350.0,pelna_wlasnosc,10,4,pustak,miejskie,plastikowe,10.0,59.07,apartamentowiec,pierwotny,do_wykonczenia,0
1115,219420.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,10.0,41.4,apartamentowiec,pierwotny,do_wykonczenia,0
1116,543000.0,350.0,pelna_wlasnosc,5,4,cegla,miejskie,drewniane,1.0,93.71,kamienica,wtorny,do_wykonczenia,39
1117,282810.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,5.0,51.42,apartamentowiec,pierwotny,do_wykonczenia,0
1118,615290.0,100.0,pelna_wlasnosc,1,3,pustak,gazowe,plastikowe,0.0,156.13,szeregowiec,pierwotny,do_wykonczenia,1
1119,711240.0,200.0,pelna_wlasnosc,5,3,cegla,miejskie,drewniane,4.0,118.54,kamienica,wtorny,do_zamieszkania,39
1120,500000.0,350.0,pelna_wlasnosc,4,10,beton,miejskie,plastikowe,2.0,3000.0,blok,wtorny,do_zamieszkania,39
1121,615290.0,100.0,pelna_wlasnosc,1,4,silikat,gazowe,plastikowe,1.0,162.74,szeregowiec,pierwotny,do_wykonczenia,1
1122,570000.0,350.0,pelna_wlasnosc,1,4,pustak,gazowe,plastikowe,0.0,164.0,apartamentowiec,pierwotny,do_wykonczenia,0
1123,540000.0,350.0,pelna_wlasnosc,10,3,beton,miejskie,plastikowe,5.0,80.0,blok,wtorny,do_zamieszkania,39
1124,385000.0,350.0,pelna_wlasnosc,3,2,pustak,miejskie,plastikowe,1.0,55.0,apartamentowiec,wtorny,do_zamieszkania,4
1125,222360.0,350.0,pelna_wlasnosc,10,1,pustak,miejskie,plastikowe,5.0,34.0,apartamentowiec,pierwotny,do_wykonczenia,0
1126,596000.0,350.0,pelna_wlasnosc,1,4,silikat,gazowe,plastikowe,1.0,151.53,szeregowiec,pierwotny,do_wykonczenia,1
1127,280611.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,4.0,49.23,apartamentowiec,pierwotny,do_wykonczenia,0
1128,227850.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,4.0,36.75,apartamentowiec,pierwotny,do_wykonczenia,0
1129,445000.0,350.0,pelna_wlasnosc,6,3,cegla,inne,plastikowe,3.0,82.0,blok,wtorny,do_remontu,49
1130,616100.0,350.0,pelna_wlasnosc,1,4,silikat,gazowe,plastikowe,1.0,151.53,szeregowiec,pierwotny,do_wykonczenia,1
1131,249612.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,4.0,40.26,apartamentowiec,pierwotny,do_wykonczenia,0
1132,280554.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,4.0,49.22,apartamentowiec,pierwotny,do_wykonczenia,0
1133,426420.0,350.0,pelna_wlasnosc,10,4,pustak,miejskie,plastikowe,1.0,70.0,apartamentowiec,pierwotny,do_wykonczenia,0
1134,699000.0,350.0,pelna_wlasnosc,2,4,beton,inne,plastikowe,1.0,105.0,apartamentowiec,wtorny,do_zamieszkania,39
1135,699000.0,600.0,pelna_wlasnosc,5,8,inne,miejskie,drewniane,3.0,200.0,kamienica,wtorny,do_remontu,99
1136,275766.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,4.0,48.38,apartamentowiec,pierwotny,do_wykonczenia,0
1137,635290.0,350.0,pelna_wlasnosc,1,4,silikat,gazowe,plastikowe,0.0,159.13,szeregowiec,pierwotny,do_wykonczenia,1
1138,540000.0,350.0,pelna_wlasnosc,4,7,inne,miejskie,drewniane,1.0,135.0,blok,wtorny,do_remontu,39
1139,250047.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,2.0,34.02,apartamentowiec,pierwotny,do_wykonczenia,0
1140,188307.0,350.0,pelna_wlasnosc,5,1,pustak,miejskie,plastikowe,2.0,25.62,apartamentowiec,pierwotny,do_wykonczenia,0
1141,239540.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,4.0,41.3,apartamentowiec,pierwotny,do_wykonczenia,0
1142,271123.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,2.0,39.58,apartamentowiec,pierwotny,do_wykonczenia,0
1143,248992.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,4.0,40.16,apartamentowiec,pierwotny,do_wykonczenia,0
1144,344202.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,2.0,52.55,apartamentowiec,pierwotny,do_wykonczenia,0
1145,280000.0,350.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,3.0,45.1,apartamentowiec,pierwotny,do_wykonczenia,0
1146,223000.0,350.0,pelna_wlasnosc,4,4,beton,miejskie,plastikowe,3.0,35.0,blok,wtorny,do_zamieszkania,39
1147,162500.0,350.0,pelna_wlasnosc,10,1,beton,miejskie,plastikowe,5.0,65.0,blok,wtorny,do_zamieszkania,39
1148,259782.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,4.0,44.79,apartamentowiec,pierwotny,do_wykonczenia,0
1149,1040000.0,350.0,pelna_wlasnosc,11,5,beton,miejskie,plastikowe,11.0,140.0,blok,wtorny,do_zamieszkania,39
1150,238700.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,4.0,38.5,apartamentowiec,pierwotny,do_wykonczenia,0
1151,293886.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,4.0,50.67,apartamentowiec,pierwotny,do_wykonczenia,0
1152,307933.0,350.0,pelna_wlasnosc,4,2,pustak,miejskie,plastikowe,0.0,50.05,apartamentowiec,pierwotny,do_wykonczenia,0
1153,240064.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,4.0,38.72,apartamentowiec,pierwotny,do_wykonczenia,0
1154,549000.0,500.0,pelna_wlasnosc,7,3,pustak,miejskie,plastikowe,4.0,70.0,apartamentowiec,wtorny,do_zamieszkania,2
1155,302702.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,4.0,52.19,apartamentowiec,pierwotny,do_wykonczenia,0
1156,244776.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,4.0,39.48,apartamentowiec,pierwotny,do_wykonczenia,0
1157,279000.0,470.0,pelna_wlasnosc,7,4,beton,miejskie,plastikowe,6.0,70.0,blok,wtorny,do_zamieszkania,38
1158,272974.0,350.0,pelna_wlasnosc,4,2,pustak,miejskie,plastikowe,2.0,52.79,apartamentowiec,pierwotny,do_wykonczenia,0
1159,232908.0,350.0,pelna_wlasnosc,10,4,pustak,miejskie,plastikowe,10.0,44.79,apartamentowiec,pierwotny,do_wykonczenia,0
1160,246738.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,1.0,48.38,blok,wtorny,do_wykonczenia,0
1161,279000.0,470.0,spoldzielcze_wlasnosciowe,7,4,beton,miejskie,plastikowe,6.0,75.0,blok,wtorny,do_remontu,38
1162,244260.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,4.0,41.4,apartamentowiec,pierwotny,do_wykonczenia,0
1163,499000.0,450.0,pelna_wlasnosc,4,3,cegla,elektryczne,drewniane,3.0,109.0,kamienica,wtorny,do_remontu,127
1164,720000.0,350.0,pelna_wlasnosc,4,5,inne,miejskie,plastikowe,3.0,150.0,apartamentowiec,wtorny,do_zamieszkania,39
1165,258500.0,350.0,pelna_wlasnosc,5,2,pustak,miejskie,plastikowe,2.0,46.61,apartamentowiec,pierwotny,do_wykonczenia,0
1166,499500.0,350.0,pelna_wlasnosc,5,4,pustak,miejskie,plastikowe,3.0,91.0,apartamentowiec,pierwotny,do_wykonczenia,0
1167,275709.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,4.0,48.37,apartamentowiec,pierwotny,do_wykonczenia,0
1168,680000.0,350.0,spoldzielcze_wlasnosciowe,2,4,inne,miejskie,plastikowe,0.0,96.35,apartamentowiec,wtorny,do_zamieszkania,39
1169,396000.0,350.0,pelna_wlasnosc,4,3,cegla,gazowe,plastikowe,0.0,90.23,kamienica,wtorny,do_zamieszkania,39
1170,486316.0,350.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,0.0,82.48,apartamentowiec,pierwotny,do_wykonczenia,1
1171,699000.0,600.0,pelna_wlasnosc,5,8,inne,miejskie,drewniane,3.0,200.0,kamienica,wtorny,do_remontu,99
1172,280000.0,350.0,pelna_wlasnosc,4,4,pustak,miejskie,plastikowe,3.0,45.1,apartamentowiec,pierwotny,do_wykonczenia,0
1173,373772.0,350.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,0.0,71.99,apartamentowiec,pierwotny,do_wykonczenia,0
1174,540000.0,350.0,pelna_wlasnosc,4,7,inne,miejskie,drewniane,1.0,135.0,blok,wtorny,do_remontu,39
1175,189000.0,350.0,pelna_wlasnosc,4,3,beton,miejskie,plastikowe,4.0,62.0,blok,wtorny,do_zamieszkania,39
1176,289000.0,350.0,pelna_wlasnosc,4,2,cegla,miejskie,plastikowe,0.0,46.16,kamienica,wtorny,do_zamieszkania,39
1177,315990.0,350.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,2.0,61.12,apartamentowiec,pierwotny,do_wykonczenia,1
1178,222360.0,350.0,pelna_wlasnosc,10,1,pustak,miejskie,plastikowe,5.0,34.0,apartamentowiec,pierwotny,do_wykonczenia,0
1179,394200.0,350.0,pelna_wlasnosc,5,3,pustak,miejskie,plastikowe,0.0,72.0,apartamentowiec,pierwotny,do_wykonczenia,0
1180,249000.0,350.0,spoldzielcze_wlasnosciowe,4,3,beton,miejskie,plastikowe,2.0,57.0,blok,wtorny,do_zamieszkania,39
1181,197620.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,7.0,35.93,apartamentowiec,pierwotny,do_wykonczenia,1
1182,780000.0,350.0,pelna_wlasnosc,16,5,pustak,miejskie,plastikowe,11.0,104.0,apartamentowiec,pierwotny,do_wykonczenia,0
1183,191000.0,350.0,pelna_wlasnosc,5,1,pustak,miejskie,plastikowe,1.0,30.3,apartamentowiec,pierwotny,do_wykonczenia,1
1184,352946.0,350.0,pelna_wlasnosc,2,3,pustak,miejskie,plastikowe,1.0,69.4,apartamentowiec,pierwotny,do_wykonczenia,0
1185,342832.0,350.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,1.0,61.22,blok,wtorny,do_wykonczenia,0
1186,420000.0,310.0,pelna_wlasnosc,4,2,cegla,miejskie,drewniane,3.0,79.51,kamienica,wtorny,do_zamieszkania,39
1187,248248.0,350.0,pelna_wlasnosc,10,2,pustak,miejskie,plastikowe,6.0,40.04,apartamentowiec,pierwotny,do_wykonczenia,0
1188,243389.0,350.0,pelna_wlasnosc,3,1,pustak,miejskie,plastikowe,1.0,43.54,apartamentowiec,pierwotny,do_wykonczenia,2
1189,966000.0,350.0,pelna_wlasnosc,4,5,pustak,miejskie,plastikowe,3.0,136.06,apartamentowiec,pierwotny,do_wykonczenia,1
1190,280041.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,6.0,49.13,apartamentowiec,pierwotny,do_wykonczenia,0
1191,258912.0,350.0,pelna_wlasnosc,10,3,pustak,miejskie,plastikowe,6.0,44.64,apartamentowiec,pierwotny,do_wykonczenia,0
1192,161458.0,350.0,pelna_wlasnosc,4,1,pustak,miejskie,plastikowe,3.0,24.65,apartamentowiec,pierwotny,do_wykonczenia,0
1193,699000.0,350.0,pelna_wlasnosc,2,4,beton,miejskie,plastikowe,1.0,108.66,blok,wtorny,do_zamieszkania,39
1194,1150000.0,350.0,pelna_wlasnosc,4,4,beton,miejskie,plastikowe,4.0,127.0,blok,wtorny,do_zamieszkania,39
1195,521364.0,350.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,4.0,75.56,apartamentowiec,pierwotny,do_wykonczenia,-1
1196,467555.0,350.0,pelna_wlasnosc,4,3,pustak,miejskie,plastikowe,1.0,85.01,apartamentowiec,pierwotny,do_wykonczenia,-1
1197,568491.0,350.0,pelna_wlasnosc,3,3,pustak,miejskie,plastikowe,4.0,82.39,apartamentowiec,pierwotny,do_wykonczenia,-1
1198,232140.0,350.0,pelna_wlasnosc,10,2,beton,miejskie,plastikowe,8.0,38.69,blok,pierwotny,do_wykonczenia,0
1199,259105.0,350.0,pelna_wlasnosc,10,3,beton,miejskie,plastikowe,9.0,47.11,blok,pierwotny,do_wykonczenia,0
1200,255990.0,350.0,pelna_wlasnosc,10,3,beton,miejskie,plastikowe,10.0,48.3,blok,pierwotny,do_wykonczenia,0
1201,213150.0,350.0,pelna_wlasnosc,10,2,beton,miejskie,plastikowe,4.0,36.75,blok,pierwotny,do_wykonczenia,0
1202,240420.0,350.0,pelna_wlasnosc,10,2,beton,miejskie,plastikowe,8.0,40.07,blok,pierwotny,do_wykonczenia,0
1203,322980.0,350.0,pelna_wlasnosc,10,3,beton,miejskie,plastikowe,7.0,53.83,blok,pierwotny,do_wykonczenia,0
1204,260442.0,350.0,pelna_wlasnosc,10,3,beton,miejskie,plastikowe,5.0,49.14,blok,pierwotny,do_wykonczenia,0
1205,241056.0,350.0,pelna_wlasnosc,10,3,beton,miejskie,plastikowe,9.0,44.64,blok,pierwotny,do_wykonczenia,0
1206,215580.0,350.0,pelna_wlasnosc,10,2,beton,miejskie,plastikowe,3.0,35.93,blok,pierwotny,do_wykonczenia,0
1207,224576.0,350.0,pelna_wlasnosc,10,2,beton,miejskie,plastikowe,3.0,38.72,blok,pierwotny,do_wykonczenia,0
1208,223300.0,350.0,pelna_wlasnosc,10,2,beton,miejskie,plastikowe,4.0,38.5,blok,pierwotny,do_wykonczenia,0
1209,227700.0,350.0,pelna_wlasnosc,10,2,beton,miejskie,plastikowe,3.0,41.4,blok,pierwotny,do_wykonczenia,0
1210,282582.0,350.0,pelna_wlasnosc,10,3,beton,miejskie,plastikowe,8.0,52.33,blok,pierwotny,do_wykonczenia,0
1211,274320.0,350.0,pelna_wlasnosc,10,3,beton,miejskie,plastikowe,10.0,50.8,blok,pierwotny,do_wykonczenia,0
1212,233508.0,350.0,pelna_wlasnosc,10,2,beton,miejskie,plastikowe,4.0,40.26,blok,pierwotny,do_wykonczenia,0
1213,241866.0,350.0,pelna_wlasnosc,10,3,beton,miejskie,plastikowe,2.0,44.79,blok,pierwotny,do_wykonczenia,0
1214,267462.0,350.0,pelna_wlasnosc,10,3,beton,miejskie,plastikowe,8.0,49.53,blok,pierwotny,do_wykonczenia,0
